item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	optional-payment-type-exclusion	merchant-shipping-group	status	maximum-retail-price
M S 365 Pro Plus with Copilot AI | Latest Release | (upto 5 Devices, Lifetime Validity) for Win, iOS, macOS, iPADOS, Android | 100GB Cloud Storage for lifetime | Regular Updates with Unlimited Reinstallations [Software Key Card]		0110HWCSWUP	1CCV-BL1Z-D816	1749	0	2026-01-10 13:03:11 IST		y	1			11				B0GFCVV92K						B0GFCVV92K			0	DEFAULT		Migrated Template	Inactive	13999.0
Acrobat Pro 2024 Full Version Software for Windows | (Pre-Activated) Advanced PDF Tools: Edit, Convert, Sign, Secure | Offline Use | Included | Lifetime Access | Unlimited Reinstallations [Software Key Card]		0110HWAAWYU	1CCV-BL1Z-DF6N	1499	0	2026-01-10 13:03:08 IST		y	1			11				B0GFD821W3						B0GFD821W3			0	DEFAULT		Migrated Template	Inactive	9999.0
Project Professional 2021 | Retail Product License Key | 1 User/PC/Laptop | Lifetime Validity | Quick Delivery | Unlimited installations with Regular Updates [Software Key Card]		0110HWGZAUR	1CCV-BL1Z-DKPH	1899	0	2026-01-10 13:03:13 IST		y	1			11				B0GFD2PRY1						B0GFD2PRY1			0	DEFAULT		Migrated Template	Inactive	7999.0
M S OFF-S Copilot 365 Pro Plus | New 2026 Premium Edition | (5 Devices, Lifetime Validity) for Win, iOS, macOS, iPADOS, Android | 100GB Cloud Storage for lifetime | Regular Updates with Unlimited Reinstallations | Quick Delivery [Software Key Card]		0110HWCJ0IC	1CCV-BL2E-3Q96	1699	0	2026-01-10 13:03:15 IST		y	1			11				B0GFCWMC8G						B0GFCWMC8G			0	DEFAULT		Migrated Template	Inactive	13999.0
OFF-S M S 365 Professional Plus Edition | Latest 2026 Release | (5 Devices, Lifetime Validity) for Win, iOS, macOS, iPADOS, Android | 100GB Cloud Storage for lifetime | Regular Updates with Unlimited Reinstallations (Quick Delivery) [Software Key Card]		0110HWE5D3P	1CCV-BL2E-41B6	1799	0	2026-01-10 13:03:15 IST		y	1			11				B0GFD767NM						B0GFD767NM			0	DEFAULT		Migrated Template	Inactive	13999.0
M S 2024 LTSC Standard for macOS Pre-Activated | Lifetime Validity (1 User) | Supports M1, M2, M3, M4 Mac Versions | Unlimited Reinstallations and Regular Updates (2024 Home, Mac) Quick Delivery [Software Key Card]		0110HWDPLVU	1CCV-BL2E-42BP	1899	0	2026-01-10 13:03:17 IST		y	1			11				B0GFCWP2RS						B0GFCWP2RS			0	DEFAULT		Migrated Template	Inactive	12999.0
OFF-S M S 2024 LTSC Professional Plus for Windows | Retail License Key (1 User, Lifetime Validity) | Unlimited Reinstallations and Regular Updates (Quick Delivery) (2024 LTSC Pro Plus, PC) [Software Key Card]		0110HWAW99R	1CCV-BL2E-46QY	1599		2026-01-10 13:03:16 IST		y	1			11				B0GFD279VQ						B0GFD279VQ				AMAZON_IN		Migrated Template	Inactive	11999.0
OFF-S M S Professional Plus 2024 & Win 10/11 Professional COMBO PACK |(1 User,Lifetime Validity) Retail License 32/64 Bit | Unlimited Reinstallations and Regular Updates | Quick Delivery (Win 10/11 & 2021 Pro Plus (Combo), PC) [Software Key Card]		0110HWE80H1	1CCV-BL2E-57S6	2299	0	2026-01-10 13:03:16 IST		y	1			11				B0GFD36XZN						B0GFD36XZN			0	DEFAULT		Migrated Template	Inactive	14999.0
Win 10/11 Pro Product License Key (1 User/PC, Lifetime Validity) 32/64 Bit | Unlimited Reinstallations (Quick Delivery) | 2025 Edition [Software Key Card]		0110HWTPTNV	1CCV-OS32-UBV9	899		2026-01-10 16:22:42 IST		y	1			11				B0GFD39GSF						B0GFD39GSF				AMAZON_IN		Migrated Template	Inactive	4999.0
Win 10/11 Home Product License Key (1 User/PC, Lifetime Validity) 32/64 bit | Unlimited Reinstallations (Quick Delivery) (Win 10/11 Home, PC) [Software Key Card]		0110HX0Z1FQ	1CCV-OS32-VAEI	749		2026-01-10 16:22:44 IST		y	1			11				B0GFD43YQ6						B0GFD43YQ6				AMAZON_IN		Migrated Template	Inactive	4999.0
Canva Pro Lifetime Subscription (1 User) | Activates on Your Account | Genuine License with All AI Tools Included | Magic Studio + Visual Suite 2.0, Canva Code, Canva Sheets ,Magic Charts, AI Image Generation | Multi-Device Support with Cloud Storage (Quick Delivery) [Software Key Card]		0110HWYKDTX	1CCV-OS32-VBC3	2499		2026-01-10 16:22:48 IST		y	1			11				B0GFCNRFMF						B0GFCNRFMF				AMAZON_IN		Migrated Template	Inactive	12999.0
Win 11 Pro Lifetime Activation Retail License Product Key (1 Device, 32/64 Bit) | Permanent Activation | Reinstallation Supported (100% Genuine) [Software Key Card]		0110HWTTW4H	1CCV-OS32-VIRY	899		2026-01-10 16:22:45 IST		y	1			11				B0GFD4628T						B0GFD4628T				AMAZON_IN		Migrated Template	Inactive	4999.0
Win 11 Pro Product License Key (1 User/PC, Lifetime Validity) 32/64 bit | Unlimited Reinstallations (Quick Delivery) [Software Key Card]		0110HX5CKXZ	1CCV-OS32-VWKC	999		2026-01-10 16:22:48 IST		y	1			11				B0GFCY86RC						B0GFCY86RC				AMAZON_IN		Migrated Template	Inactive	4999.0
OFF-S Professional Plus 2021 | (1 User, Lifetime Validity) Retail License Key - New Version | Lifetime Updates & Reinstallations | Includes Latest Updated Released [Software Key Card]		0110HWTPGGQ	1CCV-OS32-VXQ0	1499		2026-01-10 16:22:47 IST		y	1			11				B0GFCYYX99						B0GFCYYX99				AMAZON_IN		Migrated Template	Inactive	9999.0
Win 10 Pro Product License Key (1 User/PC, Lifetime Validity) 32/64 bit | Unlimited Reinstallations (Quick Delivery) [Software Key Card]		0110HWTHD57	1CCV-OS32-VYMC	799		2026-01-10 16:22:42 IST		y	1			11				B0GFCQVPFP						B0GFCQVPFP				AMAZON_IN		Migrated Template	Inactive	4999.0
OFF-S Professional Plus 2021 & Win 11 Professional COMBO PACK | (1 User,Lifetime Validity) Retail License 32/64 Bit | Unlimited Reinstallations and Regular Updates | Quick Delivery (Win 10/11 & 2024 Pro Plus (Combo), PC) [Software Key Card]		0110HWVIZRE	1CCV-OS32-W15I	2099		2026-01-10 16:22:45 IST		y	1			11				B0GFD72V9P						B0GFD72V9P				AMAZON_IN		Migrated Template	Inactive	11999.0
Win 10/11 Enterprise Product License Key (1 User/PC, Lifetime Validity) 32/64 bit | Unlimited Reinstallations (Quick Delivery) [Software Key Card]		0110HWYZNVA	1CCV-OS32-W50L	1499		2026-01-10 16:22:43 IST		y	1			11				B0GFCYLGZ2						B0GFCYLGZ2				AMAZON_IN		Migrated Template	Inactive	6999.0
M S Professional Plus 2021 Lifetime | (1 User) Retail License Key | 1 Year Validity | Latest Version | Lifetime Regular Updates & Reinstallations | Latest Updated 2025 [Software Key Card]		0110HWSFVPN	1CCV-OS32-W8MF	1499		2026-01-10 16:22:46 IST		y	1			11				B0GFCXTRX8						B0GFCXTRX8				AMAZON_IN		Migrated Template	Inactive	9999.0
M S Home 2024 for macOS – New 2025 Edition | Lifetime License | 1 User | Supports M1, M2, M3, M4 Mac Versions | Pre-Activated | Unlimited Reinstalls & Lifetime Updates [Software Key Card]		0110HX1PN3F	1CCV-OS3G-JPYK	1699		2026-01-10 16:22:49 IST		y	1			11				B0GFDBZLPK						B0GFDBZLPK				AMAZON_IN		Migrated Template	Inactive	9999.0
OFF-S 2019 Professional Plus for Windows - Retail License Key | (1 User, Lifetime Validity) | Latest Updated & Unlimited Reinstallations (2019 Pro Plus, PC) Quick Delivery [Software Key Card]		0110HWWHZJK	1CCV-OS3G-JV5E	1299		2026-01-10 16:22:50 IST		y	1			11				B0GFCWLDM7						B0GFCWLDM7				AMAZON_IN		Migrated Template	Inactive	6999.0
OFF-S 2019 Professional Plus Retail License Key for Windows (1 User, Lifetime Validity) | Unlimited Reinstallations with Regular Updates (Quick Delivery) [Software Key Card]		0110HWW7M2S	1CCV-OS3G-LYWC	1299		2026-01-10 16:22:54 IST		y	1			11				B0GFCRK3JH						B0GFCRK3JH				AMAZON_IN		Migrated Template	Inactive	6999.0
Canva Pro Lifetime Subscription (1 User) | Activates on Your Canva Account | Genuine License with All AI Tools Included | Magic Studio + Visual Suite 2.0, Canva Code, Canva Sheets ,Magic Charts, AI Image Generation | Multi-Device Support with Cloud Storage (Quick Delivery) [Software Key Card]		0110HWWIDV3	1CCV-OS3G-M73M	2499		2026-01-10 16:22:56 IST		y	1			11				B0GFD33T8C						B0GFD33T8C				AMAZON_IN		Migrated Template	Inactive	12999.0
M S OFF-S LTSC Professional Plus 2024 | NEW 2026 Update Included | Retail License Key for Windows (1 User/PC, Lifetime Validity) | Unlimited Reinstallations & Regular Updates (Quick Delivery) [Software Key Card]		0110HWSDFU7	1CCV-OS3G-MKQX	1699		2026-01-10 16:22:51 IST		y	1			11				B0GFCW7Z2Q						B0GFCW7Z2Q				AMAZON_IN		Migrated Template	Inactive	12999.0
AutoCAD Software 1-Year Subscription (1 User, 3 Devices) (For Windows, MacOS, Android, iOS, M1, M2) (All Original versions Included) (Quick Delivery) [Software Key Card]		0110HX1B7VO	1CCV-OS3G-MRQE	3999		2026-01-10 16:22:54 IST		y	1			11				B0GFCW3XDK						B0GFCW3XDK				AMAZON_IN		Migrated Template	Inactive	13999.0
M S Home Suite 2024 for macOS – Latest 2025 Exclusive Edition | Lifetime License | 1 User | Supports M1, M2, M3, M4 Macs | Pre-Activated | Unlimited Reinstalls & Lifetime Updates (Quick Delivery) [Software Key Card]		0110HWWEAJT	1CCV-OS3G-N5BA	1799		2026-01-10 16:22:51 IST		y	1			11				B0GFCXT8RG						B0GFCXT8RG				AMAZON_IN		Migrated Template	Inactive	11999.0
AutoCAD Software 3-Year Subscription (1 User, 3 Devices) (For Windows, MacOS, Android, iOS, M1, M2) (All Original versions Included) (Quick Delivery) Guaranteed Support [Software Key Card]		0110HX1UEII	1CCV-OS3G-N6TN	5999		2026-01-10 16:22:53 IST		y	1			11				B0GFD7FY8D						B0GFD7FY8D				AMAZON_IN		Migrated Template	Inactive	14999.0
AutoCAD (Latest 2026 Edition with Ai) 3-Years Subscription NEW 100% Genuine (3 Users/ 3 Devices) (For Windows, MacOS, Android, iOS, M1, M2, M3, M4) (INCLUDES 24+ Specialized Toolsets, architecture, engineering, Agriculture & more) (Quick Delivery) [Software Key Card]		0110HWYDGV4	1CCV-OS3G-N7YA	5999		2026-01-10 16:22:52 IST		y	1			11				B0GFD217X6						B0GFD217X6				AMAZON_IN		Migrated Template	Inactive	14999.0
Gemini Pro Advanced 2.5 (Latest Release) | 15-Month Subscription with Veo 3 Video Generator Access | 2TB Cloud Storage & Gemini 2.5 | GenAI Assistant for Windows/Mac/Mobile/Tablet | Unlimited Deep Research [Software Key Card]		0110HWVRGXA	1CCV-OS3G-NR2I	999		2026-01-10 16:22:55 IST		y	1			11				B0GFD2WW8R						B0GFD2WW8R				AMAZON_IN		Migrated Template	Inactive	9999.0
Acrobat Pro 2024 Full Version Software for Windows | (Pre-Activated) Advanced PDF Tools: Edit, Convert, Sign, Secure | Offline Use | Included | Lifetime Access | Unlimited Reinstallations [Software Key Card]		0110HWYE0KI	1CCV-OS3T-L2YO	1499		2026-01-10 16:22:57 IST		y	1			11				B0GFD821W3						B0GFD821W3				AMAZON_IN		Migrated Template	Inactive	9999.0
M S 365 Enterprise Edition with Copilot Ai | New 2026 Launch | (5 Devices, Lifetime Validity) for Win, iOS, macOS, iPADOS, Android | 5TB Cloud Storage for lifetime | Regular Updates with Unlimited Reinstallations [Software Key Card]		0110HWVK3GM	1CCV-OS3T-LKHL	2499		2026-01-10 16:23:00 IST		y	1			11				B0GFD2TPQD						B0GFD2TPQD				AMAZON_IN		Migrated Template	Inactive	14999.0
OFF-S Professional Plus 2021 for Windows - New 2025 Updated Version | Retail License Key (1 User/PC, Lifetime Validity) | Regular Updates & Unlimited Installations (Quick Delivery) [Software Key Card]		0110HWYUGJB	1CCV-OS3T-LNCO	1499		2026-01-10 16:22:58 IST		y	1			11				B0GFCVX9N5						B0GFCVX9N5				AMAZON_IN		Migrated Template	Inactive	9999.0
Project Professional 2021 | Retail Product License Key | 1 User/PC/Laptop | Lifetime Validity | Quick Delivery | Unlimited installations with Regular Updates [Software Key Card]		0110HX1MO9J	1CCV-OS3T-M1B7	1899		2026-01-10 16:23:02 IST		y	1			11				B0GFD2PRY1						B0GFD2PRY1				AMAZON_IN		Migrated Template	Inactive	7999.0
Visio 2021 Professional - Retail Product License Key | 1 User/PC/Laptop (Lifetime Validity) | Quick Delivery | Unlimited installations with regular updates [Software Key Card]		0110HX12Y82	1CCV-OS3T-M58L	1899		2026-01-10 16:23:01 IST		y	1			11				B0GFCY2D33						B0GFCY2D33				AMAZON_IN		Migrated Template	Inactive	7999.0
Acrobat DC Pro 2024 PDF Reader & Editor (New) PremiuM Software (for Win OR MacOS) | (Pre-Activated) Advanced PDF Tools: Edit, Convert, Sign, Secure | Offline Use | Lifetime Validity | Unlimited Reinstallations [Software Key Card]		0110HWWJ11D	1CCV-OS3T-M6HY	1799		2026-01-10 16:22:57 IST		y	1			11				B0GFD1SXMQ						B0GFD1SXMQ				AMAZON_IN		Migrated Template	Inactive	9999.0
M S 365 Pro Plus with Copilot AI | Latest Release | (upto 5 Devices, Lifetime Validity) for Win, iOS, macOS, iPADOS, Android | 100GB Cloud Storage for lifetime | Regular Updates with Unlimited Reinstallations [Software Key Card]		0110HX1PVP8	1CCV-OS3T-M74J	1749		2026-01-10 16:23:00 IST		y	1			11				B0GFCVV92K						B0GFCVV92K				AMAZON_IN		Migrated Template	Inactive	13999.0
M S Professional Plus 365 Copilot (New 2026 Version) | (5 Devices, Lifetime Validity) Supports Win, MacOS, iOS, Android | 100GB Lifetime Cloud Storage | Lifetime Updates & Reinstallations [Software Key Card]		0110HX7Q8NN	1CCV-OS3T-MIBZ	1799		2026-01-10 16:22:59 IST		y	1			11				B0GFDB19CZ						B0GFDB19CZ				AMAZON_IN		Migrated Template	Inactive	13999.0
OFF-S 2016 Professional Plus for Windows Retail License Key | (1 User, Lifetime Validity) | Regular Updates & Unlimited Reinstallations | Compatible with Windows 7, 8, 8.1 ,10 (2016 Pro Plus, PC) (Quick Delivery) [Software Key Card]		0110HWW6IPL	1CCV-OS3T-MUQ4	999		2026-01-10 16:23:03 IST		y	1			11				B0GFD71MNQ						B0GFD71MNQ				AMAZON_IN		Migrated Template	Inactive	4499.0
OFF-S Pro Plus LTSC 2024 Full Edition | (New 2025 Updated) Lifetime Retail Key for Windows (1 PC/User) | Unlimited Installations | Latest Version | Lifetime Updates [Software Key Card]		0110HWSD3PF	1CCV-OS3T-MV9Y	1699		2026-01-10 16:23:03 IST		y	1			11				B0GFCQ2KHC						B0GFCQ2KHC				AMAZON_IN		Migrated Template	Inactive	9999.0
OFF-S M S 365 Professional Plus Edition | Latest 2026 Release | (5 Devices, Lifetime Validity) for Win, iOS, macOS, iPADOS, Android | 100GB Cloud Storage for lifetime | Regular Updates with Unlimited Reinstallations (Quick Delivery) [Software Key Card]		0110HX4UJG8	1CCV-OS47-TB99	1799		2026-01-10 16:23:04 IST		y	1			11				B0GFD767NM						B0GFD767NM				AMAZON_IN		Migrated Template	Inactive	13999.0
OFF-S M S 2024 LTSC Professional Plus for Windows | Retail License Key (1 User, Lifetime Validity) | Unlimited Reinstallations and Regular Updates (Quick Delivery) (2024 LTSC Pro Plus, PC) [Software Key Card]		0110HWW8UMK	1CCV-OS47-TNLY	1599		2026-01-10 16:23:06 IST		y	1			11				B0GFD279VQ						B0GFD279VQ				AMAZON_IN		Migrated Template	Inactive	11999.0
OFF-S M S Professional Plus 2024 & Win 10/11 Professional COMBO PACK |(1 User,Lifetime Validity) Retail License 32/64 Bit | Unlimited Reinstallations and Regular Updates | Quick Delivery (Win 10/11 & 2021 Pro Plus (Combo), PC) [Software Key Card]		0110HWSDDHV	1CCV-OS47-U1JW	2299		2026-01-10 16:23:06 IST		y	1			11				B0GFD36XZN						B0GFD36XZN				AMAZON_IN		Migrated Template	Inactive	14999.0
M S 2024 LTSC Standard for macOS Pre-Activated | Lifetime Validity (1 User) | Supports M1, M2, M3, M4 Mac Versions | Unlimited Reinstallations and Regular Updates (2024 Home, Mac) Quick Delivery [Software Key Card]		0110HWSGAEL	1CCV-OS47-U50P	1899		2026-01-10 16:23:07 IST		y	1			11				B0GFCWP2RS						B0GFCWP2RS				AMAZON_IN		Migrated Template	Inactive	12999.0
